"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Generation of Electricity by Sector","31-Mar-2018","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Mar-2018","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","1410.35","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Mar-2018","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1860.06","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Mar-2018","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2126.1","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Mar-2018","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","786.18","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Mar-2018","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","42.17","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Mar-2018","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","68.81","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Mar-2018","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","149.25","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Mar-2018","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","91.09","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Mar-2018","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","70.88","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","6948.87","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1356.6","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","1162","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)",".77","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","581.4","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1572.9","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1340.9","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","608.2","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","34.6","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","61.1","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","94.9","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","80.9","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","28-Feb-2018","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","54.6","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","7982.06","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","606.34","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","1144.66","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","1630.46","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1851.64","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1602.88","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","820.95","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","37.93","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","72.4","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","73.1","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","86.9","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Jan-2018","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","54.8","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","7690.24","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1231.53","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","909.58","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","51.48","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2281.45","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1787.66","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","365.86","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","728.59","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","36.82","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","55.35","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","106.75","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","86.39","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Dec-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","48.78","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","7370.22","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2212.47","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","961.75","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","648.5","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1778.11","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","869.66","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","634.21","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","40.63","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","56.13","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","71.1","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","55.46","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Nov-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","42.2","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","10017.29","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2438.39","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","687.36","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2547.48","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1683.17","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1492.74","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","837.6","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","48.62","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","56.79","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","76.76","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","65.56","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Oct-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","82.82","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","11489.02","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","4142.64","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","551.18","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","60.25","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2328.48","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1882.79","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1326.37","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","777.55","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","49.21","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","56.68","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","141.65","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","110.28","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Sep-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","61.94","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","12754.283","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","4196.51","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","405.07","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","335.99","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","3122.95","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","2146.31","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1369.2","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","736.333","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","52.65","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","31.02","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","204.4","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","94.09","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Aug-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","59.76","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","12496.64","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","3847.55","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","368.05","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","335.59","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","3198.5","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","2145.17","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1514.5","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","641.59","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","54.28","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","26.69","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","232.78","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","75.31","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Jul-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","56.63","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","11458.23","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","3490.23","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","652.44","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","155.37","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2559.93","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","2111.76","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1406.78","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","657.14","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","53.88","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","26.67","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","195.65","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","94.09","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Jun-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","54.29","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","11022.06","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","3325.01","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","237.06","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","405.56","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","3305.8","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1944.85","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","857.31","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","485.44","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","49.48","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","25.08","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","210.07","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","113.55","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-May-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","62.85","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","8841.98","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2025.71","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","13.1","GWh","Normal","","30","Electricity Generation by Coal"
