"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","137.65","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","3081.24","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1938.45","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","785.68","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","440.8","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","44.91","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","29.54","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","149.27","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","132.87","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Apr-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","62.76","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","7619.83","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1284.24","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","8.7","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","38.15","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2495.77","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","2218.74","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","611.23","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","616.62","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","38.72","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","50.21","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","86.64","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","107.94","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Mar-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","62.87","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","6352.5","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1493.5","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","4.6","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","5.9","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","1677.5","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1796.6","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","537.8","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","581","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","33.8","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","36.1","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","51","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","80.5","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","28-Feb-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","54.2","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","7168.2","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","811.78","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","9.62","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","362.08","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","3295.96","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1822.2","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","580.55","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","34.58","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","32.45","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","106.81","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","73.28","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Jan-2017","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","38.89","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","6903.01","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1642.65","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2.5","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","60.62","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2673.3","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1855.34","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","441.69","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","32.05","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","27.79","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","54.13","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","69.78","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Dec-2016","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","43.16","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","6935.26","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2842.53","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","0","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","1345.02","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1925.57","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","286.15","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","338.4","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","35.02","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","14.57","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","46.67","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","55.99","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Nov-2016","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","45.34","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Oct-2016","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","8678.57","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Oct-2016","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2762.04","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Oct-2016","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","10.17","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Oct-2016","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","172.84","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
